Node caption	Entailment Unit	EU_id					Node_check	Comments
better taxi service	1	->	Absolutely ruins the notion of a leisurely trip	1	No	0	0	
Absolutely ruins the notion of a leisurely trip	1	->	better taxi service	1	No	0	0	
								
node pair #4:								
better taxi service	1	->	simple first aid kit	1	No	0	0	
simple first aid kit	1	->	better taxi service	1	No	0	0	
								
node pair #5:								
better taxi service	1	->	first aid kit	1	No	0	0	
first aid kit	1	->	better taxi service	1	No	0	0	
								
node pair #6:								
better taxi service	1	->	I would like a smoking area	1	No	0	0	
I would like a smoking area	1	->	better taxi service	1	No	0	0	
								
node pair #7:								
better taxi service	1	->	first aid kit at Stars Bridge station	1	No	0	0	
first aid kit at Stars Bridge station	1	->	better taxi service	1	No	0	0	
								
node pair #8:								
better taxi service	1	->	simple first aid kit at Stars Bridge station	1	No	0	0	
simple first aid kit at Stars Bridge station	1	->	better taxi service	1	No	0	0	
								
node pair #9:								
better taxi service	1	->	You should have more connections	1	No	0	0	
You should have more connections	1	->	better taxi service	1	No	0	0	
								
node pair #10:								
better taxi service	1	->	taxi service through Quasigo not available	1	No	0	0	
taxi service through Quasigo not available	1	->	better taxi service	1	No	0	1	
								
node pair #11:								
taxi service not available	1	->	better taxi service	1	Yes	0	1	
better taxi service	1	->	taxi service not available	1	No		0	
								
node pair #12:								
better taxi service	1	->	You should have more connections into europe	1	No	0	0	
You should have more connections into europe	1	->	better taxi service	1	No	0	0	
								
node pair #13:								
ruins the notion of a leisurely trip	1	->	better taxi service at the other end	1	No	0	0	
better taxi service at the other end	1	->	ruins the notion of a leisurely trip	1	No	0	0	
								
node pair #14:								
Absolutely ruins the notion of a leisurely trip	1	->	ruins the notion of a leisurely trip	1	Yes	1	1	
ruins the notion of a leisurely trip	1	->	Absolutely ruins the notion of a leisurely trip	1	No		0	
								
node pair #15:								
ruins the notion of a leisurely trip	1	->	simple first aid kit	1	No	0	0	
simple first aid kit	1	->	ruins the notion of a leisurely trip	1	No	0	0	
								
node pair #16:								
ruins the notion of a leisurely trip	1	->	first aid kit	1	No	0	0	
first aid kit	1	->	ruins the notion of a leisurely trip	1	No	0	0	
								
node pair #17:								
ruins the notion of a leisurely trip	1	->	I would like a smoking area	1	No	0	0	
I would like a smoking area	1	->	ruins the notion of a leisurely trip	1	No	0	0	
								
node pair #18:								
ruins the notion of a leisurely trip	1	->	first aid kit at Stars Bridge station	1	No	0	0	
first aid kit at Stars Bridge station	1	->	ruins the notion of a leisurely trip	1	No	0	0	
								
node pair #19:								
ruins the notion of a leisurely trip	1	->	simple first aid kit at Stars Bridge station	1	No	0	0	
simple first aid kit at Stars Bridge station	1	->	ruins the notion of a leisurely trip	1	No	0	0	
								
node pair #20:								
ruins the notion of a leisurely trip	1	->	You should have more connections	1	No	0	0	
You should have more connections	1	->	ruins the notion of a leisurely trip	1	No	0	0	
								
node pair #21:								
ruins the notion of a leisurely trip	1	->	taxi service through Quasigo not available	1	No	0	0	
taxi service through Quasigo not available	1	->	ruins the notion of a leisurely trip	1	No	0	0	
								
node pair #22:								
ruins the notion of a leisurely trip	1	->	taxi service not available	1	No	0	0	
taxi service not available	1	->	ruins the notion of a leisurely trip	1	No	0	0	
								
node pair #23:								
ruins the notion of a leisurely trip	1	->	You should have more connections into europe	1	No	0	0	
You should have more connections into europe	1	->	ruins the notion of a leisurely trip	1	No	0	0	
								
node pair #24:								
better taxi service at the other end	1	->	Absolutely ruins the notion of a leisurely trip	1	No	0	0	
Absolutely ruins the notion of a leisurely trip	1	->	better taxi service at the other end	1	No	0	0	
								
node pair #25:								
better taxi service at the other end	1	->	simple first aid kit	1	No	0	0	
simple first aid kit	1	->	better taxi service at the other end	1	No	0	0	
								
node pair #26:								
better taxi service at the other end	1	->	first aid kit	1	No	0	0	
first aid kit	1	->	better taxi service at the other end	1	No	0	0	
								
node pair #27:								
better taxi service at the other end	1	->	I would like a smoking area	1	No	0	0	
I would like a smoking area	1	->	better taxi service at the other end	1	No	0	0	
								
node pair #28:								
better taxi service at the other end	1	->	first aid kit at Stars Bridge station	1	No	0	0	
first aid kit at Stars Bridge station	1	->	better taxi service at the other end	1	No	0	0	
								
node pair #29:								
better taxi service at the other end	1	->	simple first aid kit at Stars Bridge station	1	No	0	0	
simple first aid kit at Stars Bridge station	1	->	better taxi service at the other end	1	No	0	0	
								
node pair #30:								
better taxi service at the other end	1	->	You should have more connections	1	No	0	0	
You should have more connections	1	->	better taxi service at the other end	1	No	0	0	
								
node pair #31:								
taxi service through Quasigo not available	1	->	better taxi service at the other end	1	Yes	0	0	
better taxi service at the other end	1	->	taxi service through Quasigo not available	1	No		0	
								
node pair #32:								
better taxi service at the other end	1	->	taxi service not available	1	No	0	0	
taxi service not available	1	->	better taxi service at the other end	1	No	0	0	
								
node pair #33:								
better taxi service at the other end	1	->	You should have more connections into europe	1	No	0	0	
You should have more connections into europe	1	->	better taxi service at the other end	1	No	0	0	
								
node pair #34:								
Absolutely ruins the notion of a leisurely trip	1	->	simple first aid kit	1	No	0	0	
simple first aid kit	1	->	Absolutely ruins the notion of a leisurely trip	1	No	0	0	
								
node pair #35:								
Absolutely ruins the notion of a leisurely trip	1	->	first aid kit	1	No	0	0	
first aid kit	1	->	Absolutely ruins the notion of a leisurely trip	1	No	0	0	
								
node pair #36:								
Absolutely ruins the notion of a leisurely trip	1	->	I would like a smoking area	1	No	0	0	
I would like a smoking area	1	->	Absolutely ruins the notion of a leisurely trip	1	No	0	0	
								
node pair #37:								
Absolutely ruins the notion of a leisurely trip	1	->	first aid kit at Stars Bridge station	1	No	0	0	
first aid kit at Stars Bridge station	1	->	Absolutely ruins the notion of a leisurely trip	1	No	0	0	
								
node pair #38:								
Absolutely ruins the notion of a leisurely trip	1	->	simple first aid kit at Stars Bridge station	1	No	0	0	
simple first aid kit at Stars Bridge station	1	->	Absolutely ruins the notion of a leisurely trip	1	No	0	0	
								
node pair #39:								
Absolutely ruins the notion of a leisurely trip	1	->	You should have more connections	1	No	0	0	
You should have more connections	1	->	Absolutely ruins the notion of a leisurely trip	1	No	0	0	
								
node pair #40:								
Absolutely ruins the notion of a leisurely trip	1	->	taxi service through Quasigo not available	1	No	0	0	
taxi service through Quasigo not available	1	->	Absolutely ruins the notion of a leisurely trip	1	No	0	0	
								
node pair #41:								
Absolutely ruins the notion of a leisurely trip	1	->	taxi service not available	1	No	0	0	
taxi service not available	1	->	Absolutely ruins the notion of a leisurely trip	1	No	0	0	
								
node pair #42:								
Absolutely ruins the notion of a leisurely trip	1	->	You should have more connections into europe	1	No	0	0	
You should have more connections into europe	1	->	Absolutely ruins the notion of a leisurely trip	1	No	0	0	
								
node pair #43:								
simple first aid kit	1	->	first aid kit	1	Yes	1	1	
first aid kit	1	->	simple first aid kit	1	No		0	
								
node pair #44:								
simple first aid kit	1	->	I would like a smoking area	1	No	0	0	
I would like a smoking area	1	->	simple first aid kit	1	No	0	0	
								
node pair #45:								
simple first aid kit	1	->	first aid kit at Stars Bridge station	1	No	-1	0	
first aid kit at Stars Bridge station	1	->	simple first aid kit	1	No	-1	0	
								
node pair #46:								
simple first aid kit at Stars Bridge station	1	->	simple first aid kit	1	Yes	1	1	
simple first aid kit	1	->	simple first aid kit at Stars Bridge station	1	No		0	
								
node pair #47:								
simple first aid kit	1	->	You should have more connections	1	No	0	0	
You should have more connections	1	->	simple first aid kit	1	No	0	0	
								
node pair #48:								
simple first aid kit	1	->	taxi service through Quasigo not available	1	No	0	0	
taxi service through Quasigo not available	1	->	simple first aid kit	1	No	0	0	
								
node pair #49:								
simple first aid kit	1	->	taxi service not available	1	No	0	0	
taxi service not available	1	->	simple first aid kit	1	No	0	0	
								
node pair #50:								
simple first aid kit	1	->	You should have more connections into europe	1	No	0	0	
You should have more connections into europe	1	->	simple first aid kit	1	No	0	0	
								
node pair #51:								
first aid kit	1	->	I would like a smoking area	1	No	0	0	
I would like a smoking area	1	->	first aid kit	1	No	0	0	
								
node pair #52:								
first aid kit at Stars Bridge station	1	->	first aid kit	1	Yes	1	1	
first aid kit	1	->	first aid kit at Stars Bridge station	1	No		0	
								
node pair #53:								
simple first aid kit at Stars Bridge station	1	->	first aid kit	1	Yes	1	1	
first aid kit	1	->	simple first aid kit at Stars Bridge station	1	No		0	
								
node pair #54:								
first aid kit	1	->	You should have more connections	1	No	0	0	
You should have more connections	1	->	first aid kit	1	No	0	0	
								
node pair #55:								
first aid kit	1	->	taxi service through Quasigo not available	1	No	0	0	
taxi service through Quasigo not available	1	->	first aid kit	1	No	0	0	
								
node pair #56:								
first aid kit	1	->	taxi service not available	1	No	0	0	
taxi service not available	1	->	first aid kit	1	No	0	0	
								
node pair #57:								
first aid kit	1	->	You should have more connections into europe	1	No	0	0	
You should have more connections into europe	1	->	first aid kit	1	No	0	0	
								
node pair #58:								
I would like a smoking area	1	->	first aid kit at Stars Bridge station	1	No	0	0	
first aid kit at Stars Bridge station	1	->	I would like a smoking area	1	No	0	0	
								
node pair #59:								
I would like a smoking area	1	->	simple first aid kit at Stars Bridge station	1	No	0	0	
simple first aid kit at Stars Bridge station	1	->	I would like a smoking area	1	No	0	0	
								
node pair #60:								
I would like a smoking area	1	->	You should have more connections	1	No	0	0	
You should have more connections	1	->	I would like a smoking area	1	No	0	0	
								
node pair #61:								
I would like a smoking area	1	->	taxi service through Quasigo not available	1	No	0	0	
taxi service through Quasigo not available	1	->	I would like a smoking area	1	No	0	0	
								
node pair #62:								
I would like a smoking area	1	->	taxi service not available	1	No	0	0	
taxi service not available	1	->	I would like a smoking area	1	No	0	0	
								
node pair #63:								
I would like a smoking area	1	->	You should have more connections into europe	1	No	0	0	
You should have more connections into europe	1	->	I would like a smoking area	1	No	0	0	
								
node pair #64:								
simple first aid kit at Stars Bridge station	1	->	first aid kit at Stars Bridge station	1	Yes	1	1	
first aid kit at Stars Bridge station	1	->	simple first aid kit at Stars Bridge station	1	No		0	
								
node pair #65:								
first aid kit at Stars Bridge station	1	->	You should have more connections	1	No	0	0	
You should have more connections	1	->	first aid kit at Stars Bridge station	1	No	0	0	
								
node pair #66:								
first aid kit at Stars Bridge station	1	->	taxi service through Quasigo not available	1	No	0	0	
taxi service through Quasigo not available	1	->	first aid kit at Stars Bridge station	1	No	0	0	
								
node pair #67:								
first aid kit at Stars Bridge station	1	->	taxi service not available	1	No	0	0	
taxi service not available	1	->	first aid kit at Stars Bridge station	1	No	0	0	
								
node pair #68:								
first aid kit at Stars Bridge station	1	->	You should have more connections into europe	1	No	0	0	
You should have more connections into europe	1	->	first aid kit at Stars Bridge station	1	No	0	0	
								
node pair #69:								
simple first aid kit at Stars Bridge station	1	->	You should have more connections	1	No	0	0	
You should have more connections	1	->	simple first aid kit at Stars Bridge station	1	No	0	0	
								
node pair #70:								
simple first aid kit at Stars Bridge station	1	->	taxi service through Quasigo not available	1	No	0	0	
taxi service through Quasigo not available	1	->	simple first aid kit at Stars Bridge station	1	No	0	0	
								
node pair #71:								
simple first aid kit at Stars Bridge station	1	->	taxi service not available	1	No	0	0	
taxi service not available	1	->	simple first aid kit at Stars Bridge station	1	No	0	0	
								
node pair #72:								
simple first aid kit at Stars Bridge station	1	->	You should have more connections into europe	1	No	0	0	
You should have more connections into europe	1	->	simple first aid kit at Stars Bridge station	1	No	0	0	
								
node pair #73:								
You should have more connections	1	->	taxi service through Quasigo not available	1	No	0	0	
taxi service through Quasigo not available	1	->	You should have more connections	1	No	0	0	
								
node pair #74:								
You should have more connections	1	->	taxi service not available	1	No	0	0	
taxi service not available	1	->	You should have more connections	1	No	0	0	
								
node pair #75:								
You should have more connections into europe	1	->	You should have more connections	1	Yes	1	1	
You should have more connections	1	->	You should have more connections into europe	1	No		0	
								
node pair #76:								
taxi service through Quasigo not available	1	->	taxi service not available	1	Yes	1	1	
taxi service not available	1	->	taxi service through Quasigo not available	1	No		0	
								
node pair #77:								
taxi service through Quasigo not available	1	->	You should have more connections into europe	1	No	0	0	
You should have more connections into europe	1	->	taxi service through Quasigo not available	1	No	0	0	
								
node pair #78:								
taxi service not available	1	->	You should have more connections into europe	1	No	0	0	
You should have more connections into europe	1	->	taxi service not available	1	No	0	0	
