Node caption	Entailment Unit	EU_id					Node_check	Comments
Improve the space at Frowntown	1	->	limited luggage space so would not recommend if travelling with large	1	No	0	0	
limited luggage space so would not recommend if travelling with large	1	->	Improve the space at Frowntown	1	No	0	0	
								
node pair #20:								
Improve the space at Frowntown	1	->	The space currently is poorly organised	1	No	0	0	
The space currently is poorly organised	1	->	Improve the space at Frowntown	1	No	0	0	
								
node pair #21:								
Improve the space at Frowntown	1	->	Improve the space	1	Yes	1	1	
Improve the space	1	->	Improve the space at Frowntown	1	No	-1	0	
								
node pair #22:								
Improve the space at Frowntown	1	->	More space would make a lot of difference	1	No	0	0	
More space would make a lot of difference	1	->	Improve the space at Frowntown	1	No	0	0	
								
node pair #23:								
Improve the space at Frowntown	1	->	too little space on trains	1	No	0	0	Frowntown is a station
too little space on trains	1	->	Improve the space at Frowntown	1	No	0	0	
								
node pair #24:								
Improve the space at Frowntown	1	->	too little baggage space on trains	1	No	0	0	
too little baggage space on trains	1	->	Improve the space at Frowntown	1	No	0	0	
								
node pair #25:								
Almost confortable except luggage space	1	->	limited luggage space so would not recommend if travelling with large	1	No	0	0	
limited luggage space so would not recommend if travelling with large	1	->	Almost confortable except luggage space	1	No	0	0	"""almost comfortable"" is not entailed"
								
node pair #26:								
Almost confortable except luggage space	1	->	The space currently is poorly organised	1	No	0	0	"Hesitate here: it would entail ""luggage space is poorly organized"" and so maybe it should also entail ""the space is poorly organized"" in general�"
The space currently is poorly organised	1	->	Almost confortable except luggage space	1	No	0	0	
								
node pair #27:								
Almost confortable except luggage space	1	->	Improve the space	1	Yes	0	1	
Improve the space	1	->	Almost confortable except luggage space	1	No	0	0	
								
node pair #28:								
Almost confortable except luggage space	1	->	More space would make a lot of difference	1	No	0	0	"""a lot"" is not entailed"
More space would make a lot of difference	1	->	Almost confortable except luggage space	1	No	0	0	
								
node pair #29:								
Almost confortable except luggage space	1	->	too little space on trains	1	No	0	0	"Hesitate: is ""on trains"" given by the context?"
too little space on trains	1	->	Almost confortable except luggage space	1	No	0	0	
								
node pair #30:								
Almost confortable except luggage space	1	->	too little baggage space on trains	1	No	0	0	"Hesitate: is ""on trains"" given by the context?"
too little baggage space on trains	1	->	Almost confortable except luggage space	1	No	0	0	
								
node pair #31:								
limited luggage space so would not recommend if travelling with large	1	->	The space currently is poorly organised	1	No	0	0	
The space currently is poorly organised	1	->	limited luggage space so would not recommend if travelling with large	1	No	0	0	
								
node pair #32:								
limited luggage space so would not recommend if travelling with large	1	->	Improve the space	1	Yes	0	1	
Improve the space	1	->	limited luggage space so would not recommend if travelling with large	1	No	0	0	
								
node pair #33:								
limited luggage space so would not recommend if travelling with large	1	->	More space would make a lot of difference	1	Yes	0	0	"""a lot""is not entailed"
More space would make a lot of difference	1	->	limited luggage space so would not recommend if travelling with large	1	No	0	0	
								
node pair #34:								
limited luggage space so would not recommend if travelling with large	1	->	too little space on trains	1	No	0	0	"Hesitate: is ""on trains"" given by the context?"
too little space on trains	1	->	limited luggage space so would not recommend if travelling with large	1	No	0	0	
								
node pair #35:								
limited luggage space so would not recommend if travelling with large	1	->	too little baggage space on trains	1	No	0	0	"Hesitate: is ""on trains"" given by the context?"
too little baggage space on trains	1	->	limited luggage space so would not recommend if travelling with large	1	No	0	0	
								
node pair #36:								
The space currently is poorly organised	1	->	Improve the space	1	Yes	0	1	
Improve the space	1	->	The space currently is poorly organised	1	No	0	0	"improve can mean ""make larger"" rather than ""organize it better"""
								
node pair #37:								
The space currently is poorly organised	1	->	More space would make a lot of difference	1	No	0	0	
More space would make a lot of difference	1	->	The space currently is poorly organised	1	No	0	0	
								
node pair #38:								
The space currently is poorly organised	1	->	too little space on trains	1	No	0	0	
too little space on trains	1	->	The space currently is poorly organised	1	No	0	0	
								
node pair #39:								
The space currently is poorly organised	1	->	too little baggage space on trains	1	No	0	0	
too little baggage space on trains	1	->	The space currently is poorly organised	1	No	0	0	
								
node pair #40:								
More space would make a lot of difference	1	->	Improve the space	1	Yes	0	1	
Improve the space	1	->	More space would make a lot of difference	1	No	0	0	
								
node pair #41:								
Improve the space	1	->	too little space on trains	1	No	0	0	
too little space on trains	1	->	Improve the space	1	No	0	1	
								
node pair #42:								
too little baggage space on trains	1	->	Improve the space	1	Yes	0	1	
Improve the space	1	->	too little baggage space on trains	1	No	0	0	
								
node pair #43:								
More space would make a lot of difference	1	->	too little space on trains	1	No	0	0	"Hesitate: is ""on trains"" given by the context?"
too little space on trains	1	->	More space would make a lot of difference	1	No	0	1	
								
node pair #44:								
too little baggage space on trains	1	->	More space would make a lot of difference	1	Yes	0	1	
More space would make a lot of difference	1	->	too little baggage space on trains	1	No	0	0	
								
node pair #45:								
too little baggage space on trains	1	->	too little space on trains	1	Yes	1	1	
too little space on trains	1	->	too little baggage space on trains	1	No	-1	0	
