68	38	1
16	52	1
52	16	1
8	18	1
18	8	1
23	24	1
24	23	1
52	28	1
28	52	1
59	64	1
64	59	1
38	44	1
44	38	1
46	64	1
64	46	1
3	5	1
5	3	1
53	8	1
8	53	1
36	24	1
24	36	1
56	13	1
13	56	1
31	71	1
71	31	1
70	25	1
25	70	1
45	8	1
8	45	1
8	48	1
48	8	1
27	2	1
2	27	1
70	48	1
48	70	1
67	25	1
25	67	1
52	29	1
29	52	1
53	62	1
62	53	1
30	18	1
18	30	1
30	44	1
44	30	1
30	8	1
8	30	1
3	3	1
3	3	1
16	26	1
26	16	1
1	64	1
64	1	1
30	68	1
68	30	1
56	2	1
2	56	1
30	28	1
28	30	1
14	40	1
40	14	1
4	24	1
24	4	1
28	3	1
3	28	1
43	52	1
52	43	1
56	24	1
24	56	1
40	47	1
47	40	1
65	47	1
47	65	1
33	50	1
50	33	1
54	24	1
24	54	1
66	14	1
14	66	1
61	48	1
48	61	1
53	52	1
52	53	1
14	56	1
56	14	1
5	52	1
52	5	1
24	28	1
28	24	1
12	24	1
24	12	1
6	28	1
28	6	1
51	56	1
56	51	1
36	25	1
25	36	1
48	37	1
37	48	1
39	7	1
7	39	1
34	34	1
34	34	1
27	34	1
34	27	1
49	29	1
29	49	1
4	41	1
41	4	1
12	12	1
12	12	1
32	68	1
68	32	1
26	49	1
49	26	1
1	44	1
44	1	1
49	47	1
47	49	1
29	40	1
40	29	1
3	57	1
57	3	1
4	48	1
48	4	1
14	50	1
50	14	1
31	36	1
36	31	1
51	18	1
18	51	1
9	8	1
8	9	1
57	7	1
7	57	1
52	52	1
52	52	1
59	9	1
9	59	1
66	29	1
29	66	1
6	8	1
8	6	1
30	62	1
62	30	1
34	58	1
58	34	1
30	52	1
52	30	1
30	51	1
51	30	1
11	71	1
71	11	1
22	56	1
56	22	1
20	70	1
70	20	1
53	13	1
13	53	1
61	46	1
46	61	1
4	52	1
52	4	1
1	4	1
4	1	1
6	35	1
35	6	1
10	51	1
51	10	1
55	69	1
69	55	1
30	29	1
29	30	1
13	28	1
28	13	1
71	3	1
3	71	1
59	5	1
5	59	1
24	46	1
46	24	1
5	49	1
49	5	1
38	48	1
48	38	1
24	26	1
26	24	1
57	47	1
47	57	1
14	8	1
8	14	1
64	5	1
5	64	1
11	18	1
18	11	1
53	24	1
24	53	1
38	24	1
24	38	1
36	28	1
28	36	1
31	63	1
63	31	1
62	8	1
8	62	1
62	24	1
24	62	1
7	29	1
29	7	1
35	47	1
47	35	1
3	16	1
16	3	1
43	48	1
48	43	1
27	52	1
52	27	1
46	29	1
29	46	1
27	18	1
18	27	1
43	56	1
56	43	1
43	24	1
24	43	1
20	61	1
61	20	1
1	7	1
7	1	1
49	8	1
8	49	1
24	8	1
8	24	1
1	35	1
35	1	1
10	9	1
9	10	1
59	71	1
71	59	1
11	40	1
40	11	1
2	57	1
57	2	1
31	3	1
3	31	1
35	44	1
44	35	1
7	64	1
64	7	1
52	56	1
56	52	1
25	47	1
47	25	1
12	64	1
64	12	1
25	8	1
8	25	1
31	68	1
68	31	1
4	9	1
9	4	1
36	12	1
12	36	1
39	14	1
14	39	1
36	62	1
62	36	1
8	26	1
26	8	1
65	13	1
13	65	1
65	27	1
27	65	1
38	50	1
50	38	1
41	71	1
71	41	1
19	12	1
12	19	1
70	68	1
68	70	1
12	29	1
29	12	1
36	46	1
46	36	1
32	71	1
71	32	1
52	48	1
48	52	1
5	9	1
9	5	1
45	32	1
32	45	1
18	56	1
56	18	1
23	52	1
52	23	1
57	8	1
8	57	1
41	52	1
52	41	1
40	5	1
5	40	1
32	52	1
52	32	1
52	70	1
70	52	1
11	8	1
8	11	1
41	24	1
24	41	1
66	18	1
18	66	1
50	5	1
5	50	1
2	3	1
3	2	1
60	8	1
8	60	1
1	41	1
41	1	1
1	49	1
49	1	1
69	52	1
52	69	1
3	36	1
36	3	1
34	64	1
64	34	1
8	64	1
64	8	1
65	70	1
70	65	1
34	7	1
7	34	1
58	56	1
56	58	1
67	5	1
5	67	1
18	5	1
5	18	1
14	3	1
3	14	1
23	7	1
7	23	1
30	7	1
7	30	1
69	59	1
59	69	1
61	7	1
7	61	1
13	9	1
9	13	1
56	36	1
36	56	1
37	24	1
24	37	1
20	19	1
19	20	1
45	9	1
9	45	1
8	28	1
28	8	1
28	14	1
14	28	1
58	28	1
28	58	1
16	48	1
48	16	1
69	18	1
18	69	1
48	24	1
24	48	1
8	13	1
13	8	1
2	62	1
62	2	1
25	2	1
2	25	1
16	5	1
5	16	1
34	65	1
65	34	1
24	24	1
24	24	1
44	5	1
5	44	1
63	24	1
24	63	1
63	8	1
8	63	1
6	29	1
29	6	1
32	5	1
5	32	1
69	67	1
67	69	1
64	48	1
48	64	1
58	52	1
52	58	1
70	49	1
49	70	1
17	13	1
13	17	1
65	24	1
24	65	1
41	47	1
47	41	1
58	3	1
3	58	1
65	62	1
62	65	1
48	68	1
68	48	1
8	46	1
46	8	1
12	18	1
18	12	1
10	56	1
56	10	1
31	16	1
16	31	1
8	40	1
40	8	1
30	43	1
43	30	1
5	8	1
8	5	1
36	49	1
49	36	1
60	3	1
3	60	1
7	8	1
8	7	1
65	68	1
68	65	1
17	2	1
2	17	1
23	5	1
5	23	1
57	68	1
68	57	1
15	64	1
64	15	1
66	5	1
5	66	1
44	68	1
68	44	1
8	71	1
71	8	1
36	36	1
36	36	1
40	24	1
24	40	1
37	3	1
3	37	1
70	7	1
7	70	1
29	8	1
8	29	1
9	68	1
68	9	1
39	5	1
5	39	1
5	31	1
31	5	1
14	29	1
29	14	1
13	3	1
3	13	1
3	9	1
9	3	1
71	56	1
56	71	1
69	34	1
34	69	1
56	32	1
32	56	1
2	52	1
52	2	1
20	71	1
71	20	1
2	5	1
5	2	1
2	8	1
8	2	1
18	25	1
25	18	1
15	15	1
15	15	1
67	48	1
48	67	1
45	7	1
7	45	1
40	49	1
49	40	1
41	8	1
8	41	1
23	53	1
53	23	1
27	48	1
48	27	1
23	48	1
48	23	1
17	18	1
18	17	1
69	8	1
8	69	1
43	70	1
70	43	1
18	37	1
37	18	1
43	18	1
18	43	1
19	7	1
7	19	1
23	64	1
64	23	1
12	54	1
54	12	1
62	46	1
46	62	1
7	44	1
44	7	1
50	44	1
44	50	1
65	52	1
52	65	1
37	70	1
70	37	1
54	13	1
13	54	1
44	52	1
52	44	1
5	5	1
5	5	1
40	3	1
3	40	1
17	9	1
9	17	1
55	24	1
24	55	1
5	62	1
62	5	1
65	8	1
8	65	1
10	52	1
52	10	1
38	14	1
14	38	1
7	9	1
9	7	1
24	49	1
49	24	1
32	2	1
2	32	1
15	70	1
70	15	1
8	3	1
3	8	1
4	8	1
8	4	1
61	9	1
9	61	1
12	8	1
8	12	1
3	68	1
68	3	1
45	44	1
44	45	1
57	52	1
52	57	1
69	14	1
14	69	1
59	8	1
8	59	1
59	29	1
29	59	1
15	50	1
50	15	1
4	46	1
46	4	1
54	52	1
52	54	1
39	18	1
18	39	1
26	5	1
5	26	1
25	24	1
24	25	1
30	25	1
25	30	1
4	71	1
71	4	1
39	44	1
44	39	1
65	49	1
49	65	1
36	71	1
71	36	1
50	24	1
24	50	1
39	68	1
68	39	1
12	26	1
26	12	1
31	40	1
40	31	1
51	8	1
8	51	1
15	8	1
8	15	1
66	8	1
8	66	1
68	24	1
24	68	1
11	69	1
69	11	1
44	56	1
56	44	1
62	50	1
50	62	1
7	3	1
3	7	1
9	9	1
9	9	1
63	57	1
57	63	1
36	7	1
7	36	1
49	52	1
52	49	1
30	49	1
49	30	1
40	18	1
18	40	1
54	50	1
50	54	1
6	52	1
52	6	1
59	52	1
52	59	1
17	48	1
48	17	1
43	9	1
9	43	1
24	52	1
52	24	1
19	56	1
56	19	1
8	44	1
44	8	1
29	64	1
64	29	1
58	67	1
67	58	1
5	57	1
57	5	1
19	61	1
61	19	1
3	56	1
56	3	1
19	13	1
13	19	1
43	25	1
25	43	1
19	32	1
32	19	1
32	3	1
3	32	1
48	49	1
49	48	1
53	48	1
48	53	1
43	68	1
68	43	1
15	2	1
2	15	1
10	18	1
18	10	1
51	5	1
5	51	1
58	5	1
5	58	1
59	51	1
51	59	1
49	56	1
56	49	1
52	47	1
47	52	1
12	52	1
52	12	1
12	9	1
9	12	1
46	5	1
5	46	1
33	44	1
44	33	1
59	28	1
28	59	1
12	70	1
70	12	1
59	62	1
62	59	1
59	14	1
14	59	1
43	43	1
43	43	1
41	48	1
48	41	1
46	48	1
48	46	1
37	26	1
26	37	1
34	59	1
59	34	1
60	9	1
9	60	1
65	44	1
44	65	1
38	25	1
25	38	1
53	46	1
46	53	1
53	5	1
5	53	1
47	9	1
9	47	1
13	71	1
71	13	1
34	13	1
13	34	1
25	40	1
40	25	1
50	68	1
68	50	1
15	37	1
37	15	1
29	25	1
25	29	1
60	71	1
71	60	1
59	40	1
40	59	1
2	47	1
47	2	1
12	63	1
63	12	1
17	8	1
8	17	1
47	29	1
29	47	1
68	56	1
56	68	1
27	49	1
49	27	1
5	13	1
13	5	1
32	14	1
14	32	1
32	32	1
32	32	1
57	14	1
14	57	1
43	13	1
13	43	1
48	13	1
13	48	1
48	48	1
48	48	1
18	62	1
62	18	1
19	31	1
31	19	1
44	26	1
26	44	1
62	52	1
52	62	1
19	2	1
2	19	1
50	8	1
8	50	1
25	51	1
51	25	1
19	62	1
62	19	1
10	2	1
2	10	1
38	29	1
29	38	1
51	13	1
13	51	1
1	24	1
24	1	1
36	44	1
44	36	1
45	48	1
48	45	1
9	52	1
52	9	1
54	31	1
31	54	1
56	8	1
8	56	1
63	49	1
49	63	1
15	13	1
13	15	1
47	24	1
24	47	1
38	7	1
7	38	1
24	70	1
70	24	1
6	6	1
6	6	1
31	56	1
56	31	1
30	9	1
9	30	1
68	18	1
18	68	1
28	44	1
44	28	1
1	70	1
70	1	1
12	40	1
40	12	1
7	50	1
50	7	1
17	51	1
51	17	1
61	57	1
57	61	1
65	18	1
18	65	1
47	62	1
62	47	1
31	12	1
12	31	1
6	48	1
48	6	1
2	13	1
13	2	1
61	3	1
3	61	1
12	48	1
48	12	1
2	26	1
26	2	1
41	62	1
62	41	1
51	62	1
62	51	1
31	61	1
61	31	1
46	51	1
51	46	1
45	62	1
62	45	1
69	64	1
64	69	1
5	48	1
48	5	1
9	28	1
28	9	1
6	25	1
25	6	1
53	41	1
41	53	1
4	50	1
50	4	1
39	29	1
29	39	1
20	29	1
29	20	1
57	19	1
19	57	1
1	56	1
56	1	1
2	29	1
29	2	1
60	52	1
52	60	1
9	24	1
24	9	1
32	70	1
70	32	1
53	29	1
29	53	1
34	71	1
71	34	1
18	26	1
26	18	1
16	24	1
24	16	1
19	71	1
71	19	1
16	16	1
16	16	1
19	47	1
47	19	1
31	2	1
2	31	1
2	40	1
40	2	1
37	9	1
9	37	1
36	8	1
8	36	1
60	46	1
46	60	1
65	48	1
48	65	1
47	7	1
7	47	1
36	51	1
51	36	1
9	62	1
62	9	1
65	55	1
55	65	1
40	64	1
64	40	1
58	46	1
46	58	1
19	26	1
26	19	1
40	71	1
71	40	1
37	68	1
68	37	1
36	13	1
13	36	1
11	48	1
48	11	1
44	44	1
44	44	1
43	10	1
10	43	1
33	56	1
56	33	1
52	7	1
7	52	1
22	68	1
68	22	1
62	49	1
49	62	1
2	37	1
37	2	1
34	24	1
24	34	1
70	13	1
13	70	1
11	58	1
58	11	1
63	48	1
48	63	1
12	5	1
5	12	1
62	64	1
64	62	1
20	28	1
28	20	1
35	46	1
46	35	1
68	49	1
49	68	1
54	5	1
5	54	1
41	37	1
37	41	1
31	44	1
44	31	1
63	64	1
64	63	1
55	59	1
59	55	1
34	56	1
56	34	1
49	37	1
37	49	1
60	18	1
18	60	1
41	49	1
49	41	1
52	14	1
14	52	1
40	13	1
13	40	1
59	7	1
7	59	1
27	27	1
27	27	1
70	46	1
46	70	1
41	44	1
44	41	1
48	56	1
56	48	1
11	68	1
68	11	1
35	68	1
68	35	1
39	62	1
62	39	1
70	71	1
71	70	1
23	71	1
71	23	1
12	3	1
3	12	1
68	52	1
52	68	1
67	18	1
18	67	1
33	62	1
62	33	1
62	71	1
71	62	1
66	62	1
62	66	1
23	14	1
14	23	1
69	2	1
2	69	1
63	19	1
19	63	1
59	56	1
56	59	1
1	8	1
8	1	1
66	25	1
25	66	1
34	37	1
37	34	1
19	46	1
46	19	1
51	24	1
24	51	1
15	52	1
52	15	1
4	68	1
68	4	1
36	68	1
68	36	1
30	14	1
14	30	1
1	51	1
51	1	1
17	70	1
70	17	1
20	3	1
3	20	1
34	52	1
52	34	1
50	64	1
64	50	1
57	56	1
56	57	1
27	3	1
3	27	1
12	68	1
68	12	1
18	64	1
64	18	1
31	48	1
48	31	1
45	14	1
14	45	1
46	28	1
28	46	1
2	48	1
48	2	1
20	56	1
56	20	1
23	8	1
8	23	1
68	14	1
14	68	1
67	13	1
13	67	1
67	68	1
68	67	1
23	49	1
49	23	1
2	49	1
49	2	1
58	71	1
71	58	1
70	44	1
44	70	1
3	52	1
52	3	1
32	48	1
48	32	1
63	7	1
7	63	1
43	71	1
71	43	1
66	40	1
40	66	1
20	62	1
62	20	1
46	25	1
25	46	1
32	26	1
26	32	1
34	55	1
55	34	1
58	27	1
27	58	1
61	62	1
62	61	1
2	28	1
28	2	1
65	28	1
28	65	1
38	64	1
64	38	1
35	13	1
13	35	1
53	26	1
26	53	1
6	70	1
70	6	1
54	62	1
62	54	1
63	47	1
47	63	1
70	64	1
64	70	1
59	59	1
59	59	1
40	32	1
32	40	1
11	52	1
52	11	1
17	71	1
71	17	1
23	47	1
47	23	1
45	3	1
3	45	1
10	24	1
24	10	1
5	7	1
7	5	1
69	37	1
37	69	1
14	70	1
70	14	1
1	6	1
6	1	1
70	28	1
28	70	1
5	28	1
28	5	1
70	56	1
56	70	1
56	7	1
7	56	1
59	26	1
26	59	1
1	71	1
71	1	1
34	2	1
2	34	1
6	9	1
9	6	1
29	5	1
5	29	1
33	2	1
2	33	1
54	26	1
26	54	1
14	13	1
13	14	1
51	64	1
64	51	1
24	13	1
13	24	1
66	2	1
2	66	1
44	25	1
25	44	1
58	68	1
68	58	1
35	71	1
71	35	1
35	50	1
50	35	1
54	28	1
28	54	1
6	2	1
2	6	1
41	9	1
9	41	1
22	24	1
24	22	1
59	68	1
68	59	1
51	52	1
52	51	1
6	40	1
40	6	1
52	64	1
64	52	1
69	47	1
47	69	1
55	52	1
52	55	1
45	28	1
28	45	1
14	9	1
9	14	1
60	51	1
51	60	1
20	63	1
63	20	1
63	9	1
9	63	1
57	48	1
48	57	1
69	40	1
40	69	1
34	18	1
18	34	1
61	12	1
12	61	1
47	18	1
18	47	1
45	57	1
57	45	1
15	71	1
71	15	1
20	24	1
24	20	1
12	25	1
25	12	1
31	8	1
8	31	1
37	8	1
8	37	1
30	2	1
2	30	1
38	9	1
9	38	1
54	2	1
2	54	1
62	29	1
29	62	1
65	65	1
65	65	1
27	47	1
47	27	1
7	2	1
2	7	1
35	23	1
23	35	1
59	27	1
27	59	1
61	8	1
8	61	1
40	26	1
26	40	1
47	8	1
8	47	1
7	48	1
48	7	1
65	9	1
9	65	1
4	37	1
37	4	1
16	8	1
8	16	1
43	14	1
14	43	1
55	44	1
44	55	1
69	5	1
5	69	1
60	13	1
13	60	1
49	3	1
3	49	1
69	69	1
69	69	1
11	3	1
3	11	1
45	52	1
52	45	1
19	54	1
54	19	1
20	48	1
48	20	1
11	65	1
65	11	1
37	44	1
44	37	1
66	24	1
24	66	1
64	26	1
26	64	1
61	52	1
52	61	1
63	28	1
28	63	1
55	7	1
7	55	1
53	9	1
9	53	1
71	25	1
25	71	1
26	25	1
25	26	1
56	26	1
26	56	1
64	25	1
25	64	1
63	54	1
54	63	1
12	56	1
56	12	1
65	58	1
58	65	1
47	51	1
51	47	1
38	46	1
46	38	1
71	29	1
29	71	1
69	44	1
44	69	1
4	13	1
13	4	1
45	31	1
31	45	1
45	24	1
24	45	1
23	50	1
50	23	1
12	20	1
20	12	1
60	37	1
37	60	1
60	64	1
64	60	1
63	46	1
46	63	1
59	65	1
65	59	1
71	49	1
49	71	1
45	51	1
51	45	1
27	55	1
55	27	1
11	67	1
67	11	1
46	71	1
71	46	1
30	40	1
40	30	1
18	71	1
71	18	1
10	26	1
26	10	1
36	2	1
2	36	1
28	18	1
18	28	1
54	29	1
29	54	1
35	8	1
8	35	1
36	52	1
52	36	1
10	29	1
29	10	1
3	24	1
24	3	1
46	47	1
47	46	1
19	36	1
36	19	1
39	51	1
51	39	1
43	29	1
29	43	1
22	44	1
44	22	1
39	64	1
64	39	1
16	40	1
40	16	1
19	18	1
18	19	1
15	48	1
48	15	1
7	13	1
13	7	1
44	48	1
48	44	1
45	13	1
13	45	1
38	70	1
70	38	1
51	14	1
14	51	1
5	68	1
68	5	1
17	56	1
56	17	1
29	9	1
9	29	1
39	3	1
3	39	1
1	47	1
47	1	1
20	14	1
14	20	1
12	7	1
7	12	1
68	8	1
8	68	1
13	50	1
50	13	1
11	47	1
47	11	1
71	14	1
14	71	1
2	2	1
2	2	1
47	28	1
28	47	1
28	37	1
37	28	1
35	62	1
62	35	1
9	40	1
40	9	1
19	19	1
19	19	1
60	48	1
48	60	1
47	50	1
50	47	1
46	14	1
14	46	1
63	18	1
18	63	1
43	3	1
3	43	1
14	24	1
24	14	1
45	56	1
56	45	1
68	68	1
68	68	1
36	26	1
26	36	1
39	37	1
37	39	1
59	18	1
18	59	1
10	48	1
48	10	1
49	9	1
9	49	1
37	52	1
52	37	1
36	45	1
45	36	1
7	7	1
7	7	1
58	7	1
7	58	1
24	44	1
44	24	1
14	7	1
7	14	1
57	32	1
32	57	1
25	7	1
7	25	1
6	68	1
68	6	1
45	2	1
2	45	1
11	49	1
49	11	1
48	25	1
25	48	1
53	1	1
1	53	1
4	26	1
26	4	1
11	59	1
59	11	1
70	8	1
8	70	1
40	56	1
56	40	1
4	25	1
25	4	1
34	44	1
44	34	1
36	40	1
40	36	1
1	3	1
3	1	1
26	9	1
9	26	1
32	13	1
13	32	1
11	51	1
51	11	1
71	52	1
52	71	1
51	37	1
37	51	1
20	25	1
25	20	1
7	24	1
24	7	1
29	37	1
37	29	1
38	8	1
8	38	1
3	18	1
18	3	1
18	44	1
44	18	1
58	40	1
40	58	1
23	41	1
41	23	1
71	51	1
51	71	1
66	7	1
7	66	1
38	51	1
51	38	1
41	18	1
18	41	1
57	71	1
71	57	1
19	48	1
48	19	1
54	36	1
36	54	1
15	25	1
25	15	1
11	34	1
34	11	1
20	45	1
45	20	1
10	14	1
14	10	1
41	46	1
46	41	1
69	71	1
71	69	1
1	5	1
5	1	1
69	26	1
26	69	1
34	8	1
8	34	1
6	51	1
51	6	1
51	9	1
9	51	1
38	52	1
52	38	1
33	9	1
9	33	1
29	28	1
28	29	1
48	40	1
40	48	1
66	48	1
48	66	1
61	68	1
68	61	1
13	25	1
25	13	1
63	52	1
52	63	1
48	62	1
62	48	1
7	71	1
71	7	1
54	51	1
51	54	1
63	62	1
62	63	1
23	40	1
40	23	1
70	29	1
29	70	1
44	64	1
64	44	1
35	28	1
28	35	1
27	13	1
13	27	1
6	53	1
53	6	1
60	29	1
29	60	1
14	37	1
37	14	1
10	7	1
7	10	1
50	40	1
40	50	1
10	37	1
37	10	1
33	8	1
8	33	1
18	70	1
70	18	1
53	18	1
18	53	1
28	51	1
51	28	1
29	48	1
48	29	1
26	46	1
46	26	1
5	25	1
25	5	1
30	71	1
71	30	1
69	9	1
9	69	1
20	8	1
8	20	1
17	25	1
25	17	1
65	5	1
5	65	1
44	9	1
9	44	1
34	3	1
3	34	1
45	12	1
12	45	1
54	18	1
18	54	1
36	5	1
5	36	1
32	9	1
9	32	1
57	70	1
70	57	1
4	7	1
7	4	1
15	7	1
7	15	1
30	47	1
47	30	1
19	50	1
50	19	1
43	2	1
2	43	1
58	51	1
51	58	1
65	64	1
64	65	1
43	62	1
62	43	1
59	46	1
46	59	1
41	50	1
50	41	1
59	24	1
24	59	1
43	47	1
47	43	1
17	40	1
40	17	1
45	68	1
68	45	1
64	24	1
24	64	1
1	13	1
13	1	1
62	14	1
14	62	1
12	2	1
2	12	1
67	40	1
40	67	1
17	50	1
50	17	1
54	14	1
14	54	1
53	2	1
2	53	1
37	50	1
50	37	1
37	7	1
7	37	1
20	40	1
40	20	1
69	68	1
68	69	1
19	28	1
28	19	1
44	40	1
40	44	1
58	64	1
64	58	1
45	25	1
25	45	1
34	51	1
51	34	1
34	68	1
68	34	1
17	52	1
52	17	1
11	56	1
56	11	1
67	3	1
3	67	1
61	36	1
36	61	1
69	51	1
51	69	1
9	50	1
50	9	1
68	71	1
71	68	1
1	62	1
62	1	1
19	25	1
25	19	1
35	64	1
64	35	1
11	62	1
62	11	1
44	3	1
3	44	1
6	5	1
5	6	1
65	7	1
7	65	1
65	2	1
2	65	1
35	7	1
7	35	1
46	2	1
2	46	1
44	51	1
51	44	1
35	37	1
37	35	1
31	31	1
31	31	1
65	56	1
56	65	1
6	3	1
3	6	1
48	51	1
51	48	1
20	52	1
52	20	1
4	18	1
18	4	1
45	47	1
47	45	1
19	29	1
29	19	1
19	51	1
51	19	1
31	29	1
29	31	1
53	51	1
51	53	1
60	49	1
49	60	1
47	70	1
70	47	1
4	4	1
4	4	1
30	26	1
26	30	1
38	2	1
2	38	1
67	29	1
29	67	1
51	2	1
2	51	1
63	71	1
71	63	1
10	3	1
3	10	1
61	47	1
47	61	1
32	62	1
62	32	1
4	56	1
56	4	1
17	24	1
24	17	1
66	49	1
49	66	1
23	56	1
56	23	1
20	44	1
44	20	1
42	42	1
42	42	1
71	2	1
2	71	1
45	70	1
70	45	1
48	71	1
71	48	1
62	7	1
7	62	1
9	18	1
18	9	1
16	70	1
70	16	1
16	49	1
49	16	1
46	7	1
7	46	1
38	38	1
38	38	1
63	32	1
32	63	1
18	50	1
50	18	1
3	19	1
19	3	1
4	49	1
49	4	1
69	58	1
58	69	1
38	26	1
26	38	1
23	62	1
62	23	1
6	14	1
14	6	1
71	64	1
64	71	1
66	26	1
26	66	1
7	28	1
28	7	1
41	5	1
5	41	1
26	47	1
47	26	1
39	13	1
13	39	1
31	50	1
50	31	1
27	62	1
62	27	1
15	56	1
56	15	1
36	18	1
18	36	1
44	46	1
46	44	1
67	46	1
46	67	1
67	52	1
52	67	1
71	28	1
28	71	1
53	53	1
53	53	1
63	68	1
68	63	1
14	26	1
26	14	1
26	7	1
7	26	1
32	12	1
12	32	1
29	26	1
26	29	1
41	41	1
41	41	1
10	40	1
40	10	1
17	7	1
7	17	1
1	9	1
9	1	1
39	26	1
26	39	1
40	28	1
28	40	1
66	64	1
64	66	1
43	44	1
44	43	1
67	49	1
49	67	1
47	14	1
14	47	1
26	70	1
70	26	1
27	71	1
71	27	1
60	28	1
28	60	1
25	50	1
50	25	1
60	7	1
7	60	1
10	70	1
70	10	1
40	46	1
46	40	1
10	25	1
25	10	1
35	70	1
70	35	1
55	49	1
49	55	1
53	7	1
7	53	1
56	62	1
62	56	1
11	37	1
37	11	1
57	26	1
26	57	1
1	48	1
48	1	1
58	58	1
58	58	1
31	24	1
24	31	1
56	64	1
64	56	1
34	40	1
40	34	1
27	8	1
8	27	1
11	50	1
50	11	1
45	37	1
37	45	1
23	37	1
37	23	1
50	51	1
51	50	1
49	18	1
18	49	1
31	47	1
47	31	1
41	70	1
70	41	1
41	28	1
28	41	1
14	44	1
44	14	1
9	2	1
2	9	1
62	44	1
44	62	1
63	3	1
3	63	1
25	52	1
52	25	1
39	25	1
25	39	1
61	40	1
40	61	1
66	13	1
13	66	1
66	46	1
46	66	1
38	13	1
13	38	1
32	37	1
37	32	1
41	68	1
68	41	1
23	68	1
68	23	1
4	3	1
3	4	1
10	71	1
71	10	1
53	64	1
64	53	1
10	46	1
46	10	1
36	20	1
20	36	1
15	49	1
49	15	1
68	29	1
29	68	1
69	65	1
65	69	1
18	52	1
52	18	1
69	3	1
3	69	1
3	29	1
29	3	1
47	71	1
71	47	1
41	7	1
7	41	1
47	48	1
48	47	1
10	28	1
28	10	1
28	68	1
68	28	1
67	14	1
14	67	1
38	49	1
49	38	1
11	46	1
46	11	1
60	40	1
40	60	1
65	26	1
26	65	1
4	53	1
53	4	1
58	49	1
49	58	1
31	14	1
14	31	1
55	58	1
58	55	1
13	29	1
29	13	1
69	70	1
70	69	1
47	64	1
64	47	1
6	26	1
26	6	1
7	18	1
18	7	1
10	10	1
10	10	1
31	64	1
64	31	1
61	71	1
71	61	1
11	44	1
44	11	1
34	50	1
50	34	1
43	7	1
7	43	1
61	56	1
56	61	1
20	68	1
68	20	1
16	46	1
46	16	1
61	63	1
63	61	1
39	71	1
71	39	1
35	3	1
3	35	1
54	56	1
56	54	1
16	56	1
56	16	1
60	56	1
56	60	1
70	3	1
3	70	1
6	64	1
64	6	1
9	71	1
71	9	1
2	44	1
44	2	1
17	68	1
68	17	1
31	18	1
18	31	1
39	47	1
47	39	1
23	46	1
46	23	1
61	24	1
24	61	1
39	52	1
52	39	1
58	50	1
50	58	1
28	64	1
64	28	1
53	3	1
3	53	1
34	62	1
62	34	1
16	44	1
44	16	1
45	29	1
29	45	1
3	62	1
62	3	1
71	37	1
37	71	1
11	14	1
14	11	1
46	18	1
18	46	1
54	32	1
32	54	1
39	28	1
28	39	1
43	50	1
50	43	1
31	52	1
52	31	1
65	3	1
3	65	1
41	56	1
56	41	1
66	47	1
47	66	1
11	70	1
70	11	1
33	24	1
24	33	1
25	9	1
9	25	1
17	47	1
47	17	1
36	9	1
9	36	1
34	26	1
26	34	1
1	14	1
14	1	1
35	52	1
