Node caption	Entailment Unit	EU_id					Node_check	Comments
have quiet coaches	1	->	The decor is depressing	1	No	0	0	
The decor is depressing	1	->	have quiet coaches	1	No	0	0	
								
node pair #67:								
have quiet coaches	1	->	The Quasigo train was very tatty	1	No	0	0	
The Quasigo train was very tatty	1	->	have quiet coaches	1	No	0	0	
								
node pair #68:								
have quiet coaches	1	->	The Quasigo train was tatty	1	No	0	0	
The Quasigo train was tatty	1	->	have quiet coaches	1	No	0	0	
								
node pair #69:								
have quiet coaches	1	->	Cleaner interior	1	No	0	0	
Cleaner interior	1	->	have quiet coaches	1	No	0	0	
								
node pair #70:								
have quiet coaches	1	->	train too often delays	1	No	0	0	
train too often delays	1	->	have quiet coaches	1	No	0	0	
								
node pair #71:								
have quiet coaches	1	->	train delays	1	No	0	0	
train delays	1	->	have quiet coaches	1	No	0	0	
								
node pair #72:								
have quiet coaches	1	->	Complete rip off	2	No	0	0	
Complete rip off	2	->	have quiet coaches	1	No	0	0	
								
node pair #73:								
have quiet coaches	1	->	The Quasigo train was very dirty	1	No	0	0	
The Quasigo train was very dirty	1	->	have quiet coaches	1	No	0	0	
								
node pair #74:								
have quiet coaches	1	->	rip off	1	No	0	0	
rip off	1	->	have quiet coaches	1	No	0	0	
								
node pair #75:								
trains are shabby	1	->	Quasigo is filthy	2	No	0	0	
Quasigo is filthy	2	->	trains are shabby	1	No	0	0	
								
node pair #76:								
trains are shabby	1	->	Quasigo is horrible	1	No	0	0	
Quasigo is horrible	1	->	trains are shabby	1	No	0	0	
								
node pair #77:								
trains are shabby	1	->	Appalling crush to board train	1	No	0	0	
Appalling crush to board train	1	->	trains are shabby	1	No	0	0	
								
node pair #78:								
trains are shabby	1	->	The interior of the train could be modernised	1	No	0	0	
The interior of the train could be modernised	1	->	trains are shabby	1	No	0	0	
								
node pair #79:								
trains are shabby	1	->	The trains are badly lit	1	No	0	0	
The trains are badly lit	1	->	trains are shabby	1	No	0	0	
								
node pair #80:								
trains are shabby	1	->	The trains are drab	1	No	0	0	
The trains are drab	1	->	trains are shabby	1	No	0	0	
								
node pair #81:								
trains are shabby	1	->	The decor is pretty depressing	1	No	0	0	
The decor is pretty depressing	1	->	trains are shabby	1	No	0	0	
								
node pair #82:								
trains are shabby	1	->	The decor is depressing	1	No	0	0	
The decor is depressing	1	->	trains are shabby	1	No	0	0	
								
node pair #83:								
The Quasigo train was very tatty	1	->	trains are shabby	1	Yes	0	1	
trains are shabby	1	->	The Quasigo train was very tatty	1	No	0	0	
								
node pair #84:								
The Quasigo train was tatty	1	->	trains are shabby	1	Yes	0	1	
trains are shabby	1	->	The Quasigo train was tatty	1	No	0	0	
								
node pair #85:								
trains are shabby	1	->	Cleaner interior	1	No	0	0	
Cleaner interior	1	->	trains are shabby	1	No	0	0	
								
node pair #86:								
trains are shabby	1	->	train too often delays	1	No	0	0	
train too often delays	1	->	trains are shabby	1	No	0	0	
								
node pair #87:								
trains are shabby	1	->	train delays	1	No	0	0	
train delays	1	->	trains are shabby	1	No	0	0	
								
node pair #88:								
trains are shabby	1	->	Complete rip off	2	No	0	0	
Complete rip off	2	->	trains are shabby	1	No	0	0	
								
node pair #89:								
trains are shabby	1	->	The Quasigo train was very dirty	1	No	0	0	
The Quasigo train was very dirty	1	->	trains are shabby	1	No	0	0	
								
node pair #90:								
trains are shabby	1	->	rip off	1	No	0	0	
rip off	1	->	trains are shabby	1	No	0	0	
								
node pair #91:								
Quasigo is filthy	2	->	Quasigo is horrible	1	Yes	0	0	
Quasigo is horrible	1	->	Quasigo is filthy	2	No	0	0	
								
node pair #92:								
Quasigo is filthy	2	->	Appalling crush to board train	1	No	0	0	
Appalling crush to board train	1	->	Quasigo is filthy	2	No	0	0	
								
node pair #93:								
Quasigo is filthy	2	->	The interior of the train could be modernised	1	No	0	0	
The interior of the train could be modernised	1	->	Quasigo is filthy	2	No	0	0	
								
node pair #94:								
Quasigo is filthy	2	->	The trains are badly lit	1	No	0	0	
The trains are badly lit	1	->	Quasigo is filthy	2	No	0	0	
								
node pair #95:								
Quasigo is filthy	2	->	The trains are drab	1	No	0	0	
The trains are drab	1	->	Quasigo is filthy	2	No	0	0	
								
node pair #96:								
Quasigo is filthy	2	->	The decor is pretty depressing	1	No	0	0	
The decor is pretty depressing	1	->	Quasigo is filthy	2	No	0	0	
								
node pair #97:								
Quasigo is filthy	2	->	The decor is depressing	1	No	0	0	
The decor is depressing	1	->	Quasigo is filthy	2	No	0	0	
								
node pair #98:								
Quasigo is filthy	2	->	The Quasigo train was very tatty	1	No	0	0	
The Quasigo train was very tatty	1	->	Quasigo is filthy	2	No	0	0	
								
node pair #99:								
Quasigo is filthy	2	->	The Quasigo train was tatty	1	No	0	0	
The Quasigo train was tatty	1	->	Quasigo is filthy	2	No	0	0	
								
node pair #100:								
Quasigo is filthy	2	->	Cleaner interior	1	Yes	0	0	
Cleaner interior	1	->	Quasigo is filthy	2	Yes	0	0	
								
node pair #101:								
Quasigo is filthy	2	->	train too often delays	1	No	0	0	
train too often delays	1	->	Quasigo is filthy	2	No	0	0	
								
node pair #102:								
Quasigo is filthy	2	->	train delays	1	No	0	0	
train delays	1	->	Quasigo is filthy	2	No	0	0	
								
node pair #103:								
Quasigo is filthy	2	->	Complete rip off	2	No	0	0	
Complete rip off	2	->	Quasigo is filthy	2	No	0	0	
								
node pair #104:								
The Quasigo train was very dirty	1	->	Quasigo is filthy	2	Yes	1	1	
Quasigo is filthy	2	->	The Quasigo train was very dirty	1	No	-1	0	
								
node pair #105:								
Quasigo is filthy	2	->	rip off	1	No	0	0	
rip off	1	->	Quasigo is filthy	2	No	0	0	
								
node pair #106:								
Quasigo is horrible	1	->	Appalling crush to board train	1	No	0	0	
Appalling crush to board train	1	->	Quasigo is horrible	1	No	0	0	
								
node pair #107:								
Quasigo is horrible	1	->	The interior of the train could be modernised	1	No	0	0	
The interior of the train could be modernised	1	->	Quasigo is horrible	1	No	0	0	
								
node pair #108:								
Quasigo is horrible	1	->	The trains are badly lit	1	No	0	0	
The trains are badly lit	1	->	Quasigo is horrible	1	No	0	0	
								
node pair #109:								
Quasigo is horrible	1	->	The trains are drab	1	No	0	0	
The trains are drab	1	->	Quasigo is horrible	1	No	0	0	
								
node pair #110:								
Quasigo is horrible	1	->	The decor is pretty depressing	1	No	0	0	
The decor is pretty depressing	1	->	Quasigo is horrible	1	No	0	0	
								
node pair #111:								
Quasigo is horrible	1	->	The decor is depressing	1	No	0	0	
The decor is depressing	1	->	Quasigo is horrible	1	No	0	0	
								
node pair #112:								
Quasigo is horrible	1	->	The Quasigo train was very tatty	1	No	0	0	
The Quasigo train was very tatty	1	->	Quasigo is horrible	1	No	0	0	
								
node pair #113:								
Quasigo is horrible	1	->	The Quasigo train was tatty	1	No	0	0	
The Quasigo train was tatty	1	->	Quasigo is horrible	1	No	0	0	
								
node pair #114:								
Quasigo is horrible	1	->	Cleaner interior	1	No	0	0	
Cleaner interior	1	->	Quasigo is horrible	1	No	0	0	
								
node pair #115:								
Quasigo is horrible	1	->	train too often delays	1	No	0	0	
train too often delays	1	->	Quasigo is horrible	1	No	0	0	
								
node pair #116:								
Quasigo is horrible	1	->	train delays	1	No	0	0	
train delays	1	->	Quasigo is horrible	1	No	0	0	
								
node pair #117:								
Quasigo is horrible	1	->	Complete rip off	2	No	0	0	
Complete rip off	2	->	Quasigo is horrible	1	No	0	0	
								
node pair #118:								
Quasigo is horrible	1	->	The Quasigo train was very dirty	1	No	0	0	
The Quasigo train was very dirty	1	->	Quasigo is horrible	1	No	0	0	
								
node pair #119:								
Quasigo is horrible	1	->	rip off	1	No	0	0	
rip off	1	->	Quasigo is horrible	1	No	0	0	
								
node pair #120:								
Appalling crush to board train	1	->	The interior of the train could be modernised	1	No	0	0	
The interior of the train could be modernised	1	->	Appalling crush to board train	1	No	0	0	
								
node pair #121:								
Appalling crush to board train	1	->	The trains are badly lit	1	No	0	0	
The trains are badly lit	1	->	Appalling crush to board train	1	No	0	0	
								
node pair #122:								
Appalling crush to board train	1	->	The trains are drab	1	No	0	0	
The trains are drab	1	->	Appalling crush to board train	1	No	0	0	
								
node pair #123:								
Appalling crush to board train	1	->	The decor is pretty depressing	1	No	0	0	
The decor is pretty depressing	1	->	Appalling crush to board train	1	No	0	0	
								
node pair #124:								
Appalling crush to board train	1	->	The decor is depressing	1	No	0	0	
The decor is depressing	1	->	Appalling crush to board train	1	No	0	0	
								
node pair #125:								
Appalling crush to board train	1	->	The Quasigo train was very tatty	1	No	0	0	
The Quasigo train was very tatty	1	->	Appalling crush to board train	1	No	0	0	
								
node pair #126:								
Appalling crush to board train	1	->	The Quasigo train was tatty	1	No	0	0	
The Quasigo train was tatty	1	->	Appalling crush to board train	1	No	0	0	
								
node pair #127:								
Appalling crush to board train	1	->	Cleaner interior	1	No	0	0	
Cleaner interior	1	->	Appalling crush to board train	1	No	0	0	
								
node pair #128:								
Appalling crush to board train	1	->	train too often delays	1	No	0	0	
train too often delays	1	->	Appalling crush to board train	1	No	0	0	
								
node pair #129:								
Appalling crush to board train	1	->	train delays	1	No	0	0	
train delays	1	->	Appalling crush to board train	1	No	0	0	
								
node pair #130:								
Appalling crush to board train	1	->	Complete rip off	2	No	0	0	
Complete rip off	2	->	Appalling crush to board train	1	No	0	0	
								
node pair #131:								
Appalling crush to board train	1	->	The Quasigo train was very dirty	1	No	0	0	
The Quasigo train was very dirty	1	->	Appalling crush to board train	1	No	0	0	
								
node pair #132:								
Appalling crush to board train	1	->	rip off	1	No	0	0	
rip off	1	->	Appalling crush to board train	1	No	0	0	
								
node pair #133:								
The interior of the train could be modernised	1	->	The trains are badly lit	1	No	0	0	
The trains are badly lit	1	->	The interior of the train could be modernised	1	No	0	0	
								
node pair #134:								
The interior of the train could be modernised	1	->	The trains are drab	1	No	0	0	
The trains are drab	1	->	The interior of the train could be modernised	1	No	0	0	
								
node pair #135:								
The interior of the train could be modernised	1	->	The decor is pretty depressing	1	No	0	0	
The decor is pretty depressing	1	->	The interior of the train could be modernised	1	No	0	0	
								
node pair #136:								
The interior of the train could be modernised	1	->	The decor is depressing	1	No	0	0	
The decor is depressing	1	->	The interior of the train could be modernised	1	No	0	0	
								
node pair #137:								
The interior of the train could be modernised	1	->	The Quasigo train was very tatty	1	No	0	0	
The Quasigo train was very tatty	1	->	The interior of the train could be modernised	1	No	0	0	
								
node pair #138:								
The interior of the train could be modernised	1	->	The Quasigo train was tatty	1	No	0	0	
The Quasigo train was tatty	1	->	The interior of the train could be modernised	1	No	0	0	
								
node pair #139:								
The interior of the train could be modernised	1	->	Cleaner interior	1	No	0	0	
Cleaner interior	1	->	The interior of the train could be modernised	1	No	0	0	
								
node pair #140:								
The interior of the train could be modernised	1	->	train too often delays	1	No	0	0	
train too often delays	1	->	The interior of the train could be modernised	1	No	0	0	
								
node pair #141:								
The interior of the train could be modernised	1	->	train delays	1	No	0	0	
train delays	1	->	The interior of the train could be modernised	1	No	0	0	
								
node pair #142:								
The interior of the train could be modernised	1	->	Complete rip off	2	No	0	0	
Complete rip off	2	->	The interior of the train could be modernised	1	No	0	0	
								
node pair #143:								
The interior of the train could be modernised	1	->	The Quasigo train was very dirty	1	No	0	0	
The Quasigo train was very dirty	1	->	The interior of the train could be modernised	1	No	0	0	
								
node pair #144:								
The interior of the train could be modernised	1	->	rip off	1	No	0	0	
rip off	1	->	The interior of the train could be modernised	1	No	0	0	
								
node pair #145:								
The trains are badly lit	1	->	The trains are drab	1	No	0	0	
The trains are drab	1	->	The trains are badly lit	1	No	0	0	
								
node pair #146:								
The trains are badly lit	1	->	The decor is pretty depressing	1	No	0	0	
The decor is pretty depressing	1	->	The trains are badly lit	1	No	0	0	
								
node pair #147:								
The trains are badly lit	1	->	The decor is depressing	1	No	0	0	
The decor is depressing	1	->	The trains are badly lit	1	No	0	0	
								
node pair #148:								
The trains are badly lit	1	->	The Quasigo train was very tatty	1	No	0	0	
The Quasigo train was very tatty	1	->	The trains are badly lit	1	No	0	0	
								
node pair #149:								
The trains are badly lit	1	->	The Quasigo train was tatty	1	No	0	0	
The Quasigo train was tatty	1	->	The trains are badly lit	1	No	0	0	
								
node pair #150:								
The trains are badly lit	1	->	Cleaner interior	1	No	0	0	
Cleaner interior	1	->	The trains are badly lit	1	No	0	0	
								
node pair #151:								
The trains are badly lit	1	->	train too often delays	1	No	0	0	
train too often delays	1	->	The trains are badly lit	1	No	0	0	
								
node pair #152:								
The trains are badly lit	1	->	train delays	1	No	0	0	
train delays	1	->	The trains are badly lit	1	No	0	0	
								
node pair #153:								
The trains are badly lit	1	->	Complete rip off	2	No	0	0	
Complete rip off	2	->	The trains are badly lit	1	No	0	0	
								
node pair #154:								
The trains are badly lit	1	->	The Quasigo train was very dirty	1	No	0	0	
The Quasigo train was very dirty	1	->	The trains are badly lit	1	No	0	0	
								
node pair #155:								
The trains are badly lit	1	->	rip off	1	No	0	0	
rip off	1	->	The trains are badly lit	1	No	0	0	
								
node pair #156:								
The trains are drab	1	->	The decor is pretty depressing	1	No	0	0	
The decor is pretty depressing	1	->	The trains are drab	1	No	0	1	
								
node pair #157:								
The trains are drab	1	->	The decor is depressing	1	Yes	0	0	
The decor is depressing	1	->	The trains are drab	1	No	0	1	
								
node pair #158:								
The trains are drab	1	->	The Quasigo train was very tatty	1	No	0	0	
The Quasigo train was very tatty	1	->	The trains are drab	1	No	0	0	
								
node pair #159:								
The trains are drab	1	->	The Quasigo train was tatty	1	No	0	0	
The Quasigo train was tatty	1	->	The trains are drab	1	No	0	0	
								
node pair #160:								
The trains are drab	1	->	Cleaner interior	1	No	0	0	
Cleaner interior	1	->	The trains are drab	1	No	0	0	
								
node pair #161:								
The trains are drab	1	->	train too often delays	1	No	0	0	
train too often delays	1	->	The trains are drab	1	No	0	0	
								
node pair #162:								
The trains are drab	1	->	train delays	1	No	0	0	
train delays	1	->	The trains are drab	1	No	0	0	
								
node pair #163:								
The trains are drab	1	->	Complete rip off	2	No	0	0	
Complete rip off	2	->	The trains are drab	1	No	0	0	
								
node pair #164:								
The trains are drab	1	->	The Quasigo train was very dirty	1	No	0	0	
The Quasigo train was very dirty	1	->	The trains are drab	1	No	0	0	
								
node pair #165:								
The trains are drab	1	->	rip off	1	No	0	0	
rip off	1	->	The trains are drab	1	No	0	0	
								
node pair #166:								
The decor is pretty depressing	1	->	The decor is depressing	1	Yes	1	1	
The decor is depressing	1	->	The decor is pretty depressing	1	No	-1	0	
								
node pair #167:								
The decor is pretty depressing	1	->	The Quasigo train was very tatty	1	No	0	0	
The Quasigo train was very tatty	1	->	The decor is pretty depressing	1	No	0	0	
								
node pair #168:								
The decor is pretty depressing	1	->	The Quasigo train was tatty	1	No	0	0	
The Quasigo train was tatty	1	->	The decor is pretty depressing	1	No	0	0	
								
node pair #169:								
The decor is pretty depressing	1	->	Cleaner interior	1	No	0	0	
Cleaner interior	1	->	The decor is pretty depressing	1	No	0	0	
								
node pair #170:								
The decor is pretty depressing	1	->	train too often delays	1	No	0	0	
train too often delays	1	->	The decor is pretty depressing	1	No	0	0	
								
node pair #171:								
The decor is pretty depressing	1	->	train delays	1	No	0	0	
train delays	1	->	The decor is pretty depressing	1	No	0	0	
								
node pair #172:								
The decor is pretty depressing	1	->	Complete rip off	2	No	0	0	
Complete rip off	2	->	The decor is pretty depressing	1	No	0	0	
								
node pair #173:								
The decor is pretty depressing	1	->	The Quasigo train was very dirty	1	No	0	0	
The Quasigo train was very dirty	1	->	The decor is pretty depressing	1	No	0	0	
								
node pair #174:								
The decor is pretty depressing	1	->	rip off	1	No	0	0	
rip off	1	->	The decor is pretty depressing	1	No	0	0	
								
node pair #175:								
The decor is depressing	1	->	The Quasigo train was very tatty	1	No	0	0	
The Quasigo train was very tatty	1	->	The decor is depressing	1	No	0	0	
								
node pair #176:								
The decor is depressing	1	->	The Quasigo train was tatty	1	No	0	0	
The Quasigo train was tatty	1	->	The decor is depressing	1	No	0	0	
								
node pair #177:								
